testcase_id,testcase_title,testcase_description,test_steps,expected_results,preconditions
160038,Wave Geometry Linker,"Objective: To create Wave Geometry Linker in NX and able to see in Active Workspace (PLATON). WAVE Geometry Linker is a means of associatively (or not if desired) linking (copying) geometry from one part into another. These can be bodies, faces, curves, sketches, routing objects, points, Datums, Mirror bodies, Region of faces which can then be used in the receiving part to design from or refer to. Group & Role: Group: TT Role: PDM-Author Pre-conditions: User must be able to Access PLATON Active Workspace. User must have required Group and role in PLATON Active Workspace. Geometry must be already created in NX by (Refer: #175601 : Create and save Single Geometry from NX Managed Mode) Already created Geometry must be searched in NX (Refer: Test Case 84417 : Search & Open Single Geometry in Active Workspace or in NX Managed Mode) Assembly must be already created in NX by (Refer: Test Case 84816 : Search & Open Assembly using Active Workspace Browser or Active Workspace Navigator or NX Managed Mode) Expected Results: User must be able to create Wave linking a feature from one component to another component (also include Casting Machining Example) User must be able to create WAVE mode: Wave linking a feature from one component to another component. User must be able to create WAVE mode: Wave-link pattern geometry.","Open NX Managed Mode. NX should be open. Case1:- Wave linking a feature from one component to another component:- a. Create New or Search existing Geometry Follow test case no. Test Case 175601 . b. Open Product Interface by clicking on Assemblies Tab --> ""Interpart Links"" group --> ""Interface"". Geometry Should be open. A new ""Product Interface"" dialogue is opened. Select ""Object Type"" as ""Body"" and then select the relevant 3D geometry. Information of newly added features are listed in the ""Product interface"" dialogue. Renamed added object for better traceability [optional] by Right Click the feature in the dialogue and select ""Interface Properties"". Linked solid body is renamed to desired name. Probably, name may consist of item ID along with feature timestamp information for better traceability. S earch & open an existing Assembly in NX manage mode by referring the Test Case 84816 . Part/Assembly Design is open in NX successfully. Add above Geometry into assembly. a. Select the Top Node of assembly and go to assembly tab. b. Click on ""Add Component"" and select above geometry. Verify that Geometry is added successfully. Click ""WAVE Geometry Linker"" in the ""Assemblies"" tab --> ""Interpart Links"" group. Change the Selection to ""Body"". WAVE Geometry Linker Dialogue is opened. Select the relevant component in the display window to display the probable linked objects. All the relevant linked objects are visible once a component is selected. Reopen the linked body feature to validate the feature properties by Double click on linked body. In WAVE Geometry Linker Dialogue Parent part information and the linked body information is displayed. Save the Part Assembly data in NX by clicking on Save button or File->Save->Save. Part Assembly data is saved successfully in NX as well as PLATON. Open the parent part of the linked feature, go to the Part navigator, expand ""Product Interface"" folder, Expand ""Output"". Right click the feature and select ""Where Referenced"". A pop-up window is displayed showing the where referenced properties. a. Go to AWC and search above save assembly by referring the Test Case 84816 . b. Go to the NX Properties > Properties and Check "" Has Any Interpart References "" & ""Has Position Independent Wave Link"" property. c. In NX Properties > INCOMING RELATIONS section check for Related Object. Assembly is opened in Work Area section. The LOV's are set to Yes for the mentioned properties. In INCOMING RELATIONS section Related Object is visible for wave link part. Case2:- WAVE mode: Wave linking a feature from one component to another component Follow the attached PPT to activate WAVE mode in NX. This needs to be done first time only. Skip this step if already done. WAVE mode is activated, and all the wave commands are visible. Follow the step 2 to add any geometry in the ""Product Interface"" command in NX. Relevant geometry is added in Product interface. a. Follow the step 5 & 6 for adding Geometry to Assembly. b. Go to Assembly Navigator and right click the destination part where we need the wave-linked object. The context menu (options shown after right-click) will contain the first option as ""WAVE"". Select ""Copy Geometry to Part"" option from the right click menu inside ""WAVE"" option. ""Select Part"" dialogue appears. Choose Destination part where we want the wave-linked object. A wave-linked feature will be created in the part selected in the dialogue. Select the geometry to WaveLink. NOTE: If User select a geometry does not present in the Product Interface, then NX will always give a warning. Linked feature is Selected. Open the destination part where the feature is created so that we can validate the properties & follow step 12. Linked feature is created under part navigator and can be accessed by double-clicking the feature. NX Properties attributes related to wave-link are updated in the AWC. Case3: - WAVE mode: Wave-link pattern geometry a. Activate WAVE mode in NX. b . Create a new part and create Pattern geometry feature. b. Add Geometry and Pattern geometry in Product interface. WAVE mode is activated. A core geometry is created, and Pattern geometry feature is created out of this core geometry. Core geometry and pattern geometry are added. Create another Geometry in NX. This Geometry will be used as a child link to the pattern geometry part. Go back to the Parent Part (Pattern geometry). a. Right click in ""Assembly Navigator"" and then select WAVE -> Copy Geometry to Part. b . Select the Destination part. c. Select the Geometry to copy. d. Validate Multiple linked features are created. This will initiate the wave-link process. Part created in Step 21 is selected as the Destination part. The core geometry and pattern geometry should be selected. 2 features will be created. 1 will be link to the Core geometry and other will be the link to the Pattern geometry. Run subtract command and select the linked features. Material is removed from the child item at 4 locations as per the pattern geometry feature. Go to the Parent part (the one with Pattern Geometry) and increase/decrease the pattern count. Number of geometry bodies is updated. a. Go to the child part and update the wave-linked geometry features. b. Save the data in NX by clicking on Save button or File->Save->Save. c. Verify the result in PLATON by following the step no. 12. Links are updated and number of geometry bodies is changed. Data is saved successfully in NX as well as PLATON. Result is successfully verified in PLATON.",,
160060,Create/Update of Baumuster as MVP in Teamcenter by using REST API (US#108918),"🚩 Objective To Create/update by importing data of a Product Structure with FM,NM by triggering REST API using the Item ID in the Input payload . 👥 Role DBA/DBA 👾Object​ Product Structure/ Baumuster Functional Module Navigation Module 🛠 Preconditions A Valid u ser with required Group and role access in Teamcenter. Existing Item ID's should be ready available for the update request. 👍​ Expected Results Product Structure with FM, NM will be imported to Teamcenter once the create request is successful. Existing Product structure/Baumuster will be updated in Teamcenter once the Update request is successful.","1. Open Postman server URL
2. Login Authorization tab Teamcenter
3. Select the ' POST query list
4. Case1: ""BM"" Input payload Direct/Job Teamcenter.
5. Click on Send
6. Login to Teamcenter
7. a) Search for the newly created Module's in Teamcenter
8. Case2: Input payload Direct/Job Teamcenter.
9. Click on Send
10. Login to Teamcenter
11. a) Search for the newly created Module's in Teamcenter","1. URL
2. Authorization
3. POST request is selected successfully
4. Input is provided successfully
5. A ""200 OK"" ""Modules created successfully"" Body Section
6. Home page appears on successful login
7. Modules found successfully and should have same OU and attributes as requested in Input payload
8. Input is provided successfully
9. A ""200 OK"" ""Modules updated successfully"" Body Section
10. Home page appears on successful login
11. Modules found successfully and should have same OU and attributes as requested in Input payload",
160070,"DM | DS-Feature, DZ-Feature and Label Feature attributes gaps implementation",,"1. Login in AW in a subgroup of Homologation""
2. Create a new Part / Assembly Design Overview
3. Click the "" Attachments
4. In the "" COMPLIENCE FORMS (+) Add to
5. Select "" Label Feature Name Add
6. Refresh the browser page
7. Click the "" Open Object
8. Click the "" Edit Start Edit
9. Set a value for the mentioned property, click the ""Edit"" button from the primary toolbar and select "" Save Edits","1. User is logged in in AW an can start working
2. The Part / Assembly Design Revision is opened in the ""Overview"" tab
3. The ""Attachments"" view is visible in the work area
4. A new ""Add"" task panel will be open on the right side
5. The new created Label Feature Form will be attached to the Part / Assembly Design Revision with the relation ""Complience""
6. The new created Label Feature Form is visible in the table in the ""Complience Forms"" section
7. Among other things the following properties will be displayed Supplemental Information (german)
8. The Form will be checked out and the user has the possibility to edit the mentioned property
9. It should be possible to save more than 100 characters as values for the both properties",
160107,Test Case: MontageVisu MB Plants: Reports for Promos,,,,
160114,Test Case - MBS: Reports about The DesignObjects attached to an ECN,,"Provide correct parameters to the exe and execute sh file using root access Report exe should executed and generate a cvs report with Date, Mode and report name. Create test data for report 1. Create a Change Order revision 2. Create a multiple Design object including Abs Design/Flex design and attached to ECO object as solution item 3. Add ZD Form and ECO master form fill out required properties and attach these forms to Design revision After execution of the exe, It should generate report with ECO and flex design with all required attribute values. Report should run on On demand Basis Report should not allow to run as CronJob or in Schedule mode. It should be only executed on OnDemand Basis. Update Azure cointainer information in report Sh file Report should be placed as per configuration done in Report SH file",,
160332,Searching FM and NM with the help of Query,,"1. Login to Platon AWC with a valid username and password
2. Go to search and click on Advanced search
3. In the Field Type name of the Query which is Build in Query builder to search NM ,FM
4. Fill All the Mandatory fields In that Query and Press Search button","1. User login successful
2. Advanced search column will display
3. The Query Will open Successfully
4. It will show All FM and NM",
160335,Transformation Matrix validation for LPS,,"1. login to AWC
2. Search or create a lower product structure object type Assembly (e.g., Arrangement )
3. Check “Absolute Transformation Matrix” and “Relative Transformation Matrix” column in the content tab in Active Workspace Client
4. Snapshot from AWC and NX before updating Transformation matrix
5. Update Transformation matrix from AWC to NX :
6. Update Transformation matrix from NX to AWC","1. Successfully logged in to AWC
2. Object type found or created successfully.
3. Both matrices are visible
4. Assembly current position snapshots",
160456,Validate ZGS- kZ Release (no Draw; lubricants etc),"🚩 Objective The objective is to Set ZGS by attaching a solution item to a ECO, Reset ZGS by removing a solution item of a ECO, having a smart form (ECO-Part Relation Form) in place by attaching a solution item To Add a Revision to the ECO through Add to ZGS To validate the ZGS attribute behavior for the Release Type kZ Release (no Draw; lubricants etc) To validate the Update of the values of the attributes mentioned attributes in the Relation Attributes Sections: 1)Type of Change 2)Release Method 3)Relation Form 👥 Role TT/ PDM-Author 👾Object​ Engineering change order (ECO) Part/Assembly design Revision Raw Part Design Revision Component Revision Container Design Revision Production Facility Part Design Revision Standard Part Design Revision Flexible Part Design Revision 🛠 Preconditions The Engineering Change Order (ECO) needs to be created in T.B Planner and transferred to PLATON. 👍​ Expected Result While adding a new revision(0001) to the ECO If the Release Type is kZ Release (no Draw; lubricants etc) ZGS &Type of change should be empty While adding a revised revision to the ECO If the Release Type is kZ Release (no Draw; lubricants etc) ZGS &Type of change should be empty Type of Change, Release Method, Relation Form Column attributes should be populated while adding an Revision to the Solution Item of an ECO through Add to ZGS","Login to Active Workspace with valid credentials: TT/PDM-Author User Login will be successful & Home Page appears Search any of the below mentioned migrated object revision using global search: Part/Assembly design Revision, Raw Part Design Revision, Component Revision, Container Design Revision, Production Facility Part Design Revision, Standard Part Design Revision, Flexible Part Design Revision Revision will be found successfully a) Open any revision & Click on More commands->New->Revise command in Primary toolbar b) Click on Copy command in the primary toolbar New Revision will be saved successfully Revision will be copied successfully Search & open an ECO by providing ECN Number in Global search box & Click on Search icon Note: ECO will be created in T.B Planner & transferred to PLATON ECO Revision will be opened successfully a) In Overview tab Click on Add to ZGS command in the Solution Item Section under Affected Items Add task panel will appear Select the copied revision & Click on Next command New tab will appear Select Release Type as kZ Release (no Draw; lubricants etc) Release Type updated successfully Verify Change Type Attributes is disabled Change Type should not be allowed to edit Click on Add command in the Add Task Panel Revision will be added to the ECO successfully In ECO Revision -> Affected Items -> Expand Relation Attributes Section Relation Attributes section opened successfully In Relation Attributes section->Validate Release Method is kZ Release (no Draw; lubricants etc) &Type of Change value is empty The mentioned columns attributes should be populated successfully Validate ECO-Part Relation Form is generated & attached in the Relation form column Form will be available in the Relation Form column",,
160468,"Access rights for working data owned by TT, no project assigned",🚩 Objective ​... 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"Test data: any (e. g. Geometry) Owning Group: TT Project assigned: No Status: Working (no status) As user1, PDM-Author from TT, create a Geometry revision Revision type Geometry created Login as user2 from TT, any Role Search the revision created in step 2 You can find and see the revision, i. e. group TT has Read access Login as user2, PDM-Author from TT Search the revision created in step 2 Open the revision Press edit, put in Change Description text, Save Edits The modification has been saved, because the user2 with Role PDM-Author in owning group has Write access. Login as user3 from group BUS (or any other OU), any Role. Search the revision created in step 2 You do not find the revision, anyone else than group TT has no Read access on working data from TT.",,
160646,"Access rights for working data owned by any group, no project assigned",🚩 Objective ​... 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"Test data: any (e. g. Geometry) Owning Group: any (e. g. BUS) Project assigned: No Status: Working (no status) As user3, PDM-Author from BUS, create an Geometry revision Revision type Geometry created Login as user1 from any Internal group, e. g. TT, any Role Search the revision created in step 2 You can find and see the revision, i. e. any Internal group has Read access Login as user4, PDM-Author from BUS Search the revision created in step 2 Open the revision Press edit, put in Change Description text, Save Edits The modification has been saved, because the user4 with Role PDM-Author in owning group has Write access. Login as user5 from any External group, any Role. Search the revision created in step 2 You do not find the revision, External groups have no Read access on working data.",,
160657,"Access rights for released UGMASTER and UGPART owned by TT, no project assigned",🚩 Objective ​... 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"Test data: Datasets: UGMASTER, UGPART Owning Group: TT Project assigned: No Status: Engineering or Released As user1, PDM-Author from TT take an TT revision that contains UGMASTER and UGPART Datasets and release it (e. g. set it to Engineering) Revision and attachments have status Engineering or Released Login as user2 from TT, any Role Search the revision created in step 2 Open it, select Attachments tab You can find and see the revision and all Datasets attached, i. e. group TT has Read access Login as user3 from group BUS (or any other OU), any Role. Search the revision created in step 2 Open it, select Attachments tab You only see Dataset types other than UGMASTER and UGPART.",,
160853,"Access rights for other released data owned by TT, no project assigned",🚩 Objective ​... 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,"Test data: any (except UGMASTER, UGPART) Owning Group: TT Project assigned: No Status: Engineering or Released As user1, PDM-Author from TT take a TT revision and release it (e. g. set it to Engineering) Revision and attachments have status Engineering or Released Login as user3 from group BUS (or any other OU), any Role. Search the revision created in step 2 You can find and see the revision, i. e. any Internal group has Read access",,
161009,Test Case :: Revising Geometry must revise the associated Part design or provide message,,"1. Login to AWC with PDM-Author or DBA role.
2. Search for any Part/Assembly Design Revision or Create and open it.
3. Navigate to Content tab of Part/Assembly Design Revision and Click Add button from the Content tab
4. Select Geometry Revision and fill the required infromation and Click Add button
5. Apply Status to both Part / Assembly revision and Geometry revision
6. Select Geometry revision and Revise it
7. Copy the revised Geometry Revision and add as a child to other Part/Assembly revision
8. Apply release status to revised Geometry Revision
9. Select Geometry revision and revise it","1. Users should be able to see the AWC Home Screen
2. Users should be able to open it
3. Add Child panel will Pop-Up
4. Geometry Revision added as child
5. Part / Assembly revision and Geometry revision released with TC Status
6. Both Part/Assembly revision and Geometry Revision will be revised
7. Geometry revision added as a child to the selected Part/Assembly revision
8. Geometry Revision released with TC status
9. Below Error Message will Pop-Up Parent Revisions are released this has to be manually revised first, since they are related to Geometry Revision",
161109,Validate ZGS- kZ-Siehe (with reference),"🚩 Objective The objective is to Set ZGS by attaching a solution item to a ECO, Reset ZGS by removing a solution item of a ECO, having a smart form (ECO-Part Relation Form) in place by attaching a solution item To Add a Revision to the ECO through Add to ZGS To validate the ZGS attribute behavior for the Release Type kZ-Siehe(with reference) To validate the Update of the values of the attributes mentioned attributes in the Relation Attributes Sections: 1)Type of Change 2)Release Method 3)Relation Form 👥 Role TT/ PDM-Author 👾Object​ Engineering change order (ECO) Part/Assembly design Revision Raw Part Design Revision Component Revision Container Design Revision Production Facility Part Design Revision Standard Part Design Revision Flexible Part Design Revision 🛠 Preconditions The Engineering Change Order (ECO) needs to be created in T.B Planner and transferred to PLATON. 👍​ Expected Result While adding a new revision(0001) to the ECO If the Release Type is kZ-Siehe (with reference)- ZGS & Drawing Number will be allowed to Edit & will be be updated in the respective revisions Type of Change, Release Method, Relation Form Column attributes should be populated while adding an Revision to the Solution Item of an ECO through Add to ZGS","Login to Active Workspace with valid credentials: TT/PDM-Author User Login will be successful & Home Page appears Search any of the below mentioned migrated object revision using global search: Part/Assembly design Revision, Raw Part Design Revision, Component Revision, Container Design Revision, Production Facility Part Design Revision, Standard Part Design Revision, Flexible Part Design Revision Revision will be found successfully a) Open any revision & Click on More commands->New->Revise command in Primary toolbar b) Click on Copy command in the primary toolbar New Revision will be saved successfully New Revision will be copied successfully Search & open an ECO by providing ECN Number in Global search box & Click on Search icon Note: ECO will be created in T.B Planner & transferred to PLATON ECO Revision will be opened successfully In Overview tab Click on Add to ZGS command in the Solution Item Section under Affected Items Add task panel will appear Select the copied revision & Click on Next command New tab will appear Select Release Type as kZ-Siehe (with reference) & Change Type as N Attributes should be updated successfully a) Click on Enable ZGS Toggle command & Update ZGS Value b) Enter valid Drawing Number & Click on Add command ZGS Value will be updated successfully Revision should be added in the solution item section In ECO Revision -> Affected Items -> Relation Attributes Section: Validate Release Method, Type of Change values are populated The mentioned columns attributes should be populated successfully Validate ECO-Part Relation Form is generated & attached in the Relation form column Form will be available in the Relation Form column Search & Open the Respective Revision attached to the ECO & Validate the attribute ZGS & Drawing Number is populated in the overview tab ZGS & Drawing Number Value should be populated In ECO->Select the Revision added in solution Item & Click on Cut command in the primary toolbar Object revision will be removed from the ECO revision Open the respective object revision & validate the ZGS & Drawing Number attribute should be empty in the overview tab ZGS & Drawing Number attribute is validated successfully",,
161316,US-140642 VR | PLATON Validation result to P4DValidationResult,,"Login to Active Workspace with a valid credentials User login will be successful and Home Page will appear Search for any of the Part / Assembly Design Revision objects using global search: Object will be found successfully In Overview tab Click on Manage ->Submit to workflow command in the Primary toolbar Submit to Workflow task panel will open Select Set in Engineering in Template and Provide mandatory details and click on Submit command in the submit to workflow task panel Notification pops up ""Object successfully submitted to the workflow"" Click on Platon Validation tab on Summary view All the validation results will be displayed in Table on Platon Validation tab If the Data is correct then Engineering Status will be applied. All validations are OK in Status Column",,
161443,[DM NX] General Migration and availability of NX-3D-Part,Check if the data of a migrated NX-3D-Part is correct in Platon and NX,"1. # Any same 'class' type available in Smaragd and PLATON # Tester Must have access to the Vaults and Projects # Eg Data :
2. Test Procedure [ Smaragd and PLATON ] Open migrated data in PLATON Check the geometry data correctness in Smaragd ( Expand contains data ) Check the geometry data correctness in PLATON ( Refer Attachment tab )
3. Test Procedure [ NX ] 3.1 Open migrated data from PLATON to NX 3.2 Check the geometry data correctness in NX
4. PASS / FAIL Criteria:",3. 3D Geometry should open in NX,
161444,[DM NX] Assembly: Migration of NX-Assembly,Check if the data of a migrated NX-Assembly is correct in Platon and NX,"1. Test Data # Any same 'class' type available in Smaragd and PLATON # Tester Must have access to the Vaults and Projects # Eg Data : Click or type here to add a step
2. Test Procedure [ Smaragd ] 2.1 Search / Open the object in Smaragd 2.2 Expand contains data or Structure 2.3 MB3 > More actions > Show/Hide Files Below CAD Objects if required
3. Test Procedure [ PLATON ] 3.1 Open migrated data in PLATON 3.2 Compare the 'Assembly Structure' correctness in PLATON
4. Test Procedure [ NX ] 3.1 Open migrated data in NX from PLATON 3.2 Compare the 'Assembly Structure' correctness in NX
5. PASS / FAIL Criteria:",,
161482,DM Status Attribute for the Standard Part Revision,,"Login in AW as DBA or Std Part Admin User is logged in in AW an can start working Create a new or open an existing Standard Part Design The Standard Part Design Revision will be opened in "" Overview "" view In the "" GENERAL PROPERTIES"" section the following property should be visible: Spin Status Click the "" Edit "" button from the primary toolbar and select "" Edit. "" The Standard Part Design Revision will be checked out and the user has the possibility to edit the editable properties Spin Status property should not be editable by user Click the "" Edit "" button from the primary toolbar and select "" Cancel Edits "" The Standard Part Design Revision will be checked in",,
161693,Create an ECO Object with Custom Group types using TB.Planner - Success case,🚩 Objective ECO objects will be created inside TB.Planner and sent to Teamcenter through MQ. A feedback response from TB Planner is provided to MQ and Gateway with the status of ECO. 👥 Role TT/PDM-Author 👾Object​ Engineering Change Order Object [ECO] 🛠 Preconditions TB.Planner and Teamcenter Gateway access is required. Teamcenter access is required. A new ECO ID which is in valid format and not previously available in Teamcenter. 👍​ Expected Results An ECO Object with mentioned attributes will be created in TB Planner and the same will be ready to use once the request gets completed. The feedback from TB Planner will provide the status of ECO creation to MQ and Gateway.,"TB Planner: As a tester we don't have access to TB Planner and can only verify ECO's in Platon (From Step 07) Login to TB Planner Link (INT): https://sgdem0005765.con-02.emea.dc.corpintra.net/TBP_INT/eco/new Login successful Process a request in TB.planner to create an ECO TB.p: Fill Form with all mandatory information, depending on GroupType-selection Ex: The User is guided step by step, mandatory fields are marked with RED field border. - Group Type: D0; - Category: Projects; - Add main project: ACDGD0624 - Wave 2 ML-D; (have a look on the DMU Date; it should be in the future) - Nomenclature: Test1; - Cause/Reason: Reason; - Consequences if not implemented at S date: Test1 - Design Space / Approvals: FBE; - Platformrelevant: Yes - Operating manual relevant: Yes - Type: Navigation Module - NM/KG/CG: G11 (Aggregate) - Betriebsanleitungsrelevant: Ja; - NM/KG/CG: G11 - Type Construction Date: K5 - SAA-NZT: X - Date of latecomers: 08/29/2024 (needs to be in the future) All mandatory fields are filled in the Form in TB Planner TB.p: “Save” will just save the ECO-request inside TB.planner The form with details will be saved TB.p: ""Create ECO"" and ""Complete selected action"" “Create ECO” will create the ECO-Number and sent out the ECO-Information to all subsequent processes/tools (TB.p-INT to all the INT-/TEST-Systems) ECO is created and will be available in Platon Note: It may take few minutes to get ECO in Platon Optional steps to validate ECO request status on Daimler MQ: a) Open Daimler MQ and search for TP0.TBP.I.PLATON.TBP.01 b) Search for the Queue with ECO ID processed above c) Open ECO revision message and Check the TB Planner Feedback a) MQ found successfully b) ECO request message found in Queue c) Feedback will have a success response Optional steps to validate ECO request status on Teamcenter MQ: a) Login to Teamcenter Gateway (Bgs) and search for the log file created for the above ECO b) Open Log file and verify the XML file attached to it c) Open XML file and Verify the TB Planner feedback response in it Alternate process to verify feedback message: a) Log file found b) XML file should be available c) Response will have a success message code as ""0"" Login to Teamcenter with valid credentials Home screen appears on successful login Navigate to Global search , Type as "" Engineering change order Revision"" and Enter ""ECO ID"" and then click on search Note: It will take 02-05mins for the ECO's to reflect in Platon after creation in TB Planner ECO revision will be displayed in results Optional: Select a General Query, Provide below values for search Type = ""Engineering Change Order"", Created after =""Date (ECO creation Date in TB Planner), Time (5-10mins from ECO Creation in TB Planner) and click on Search (or) Ex: Type = ""TBPlanner_Query"", ECO Number = ""ZAN123N08"", and click on Search All ECO's created in the past 5-10mins in TB Planner will be displayed in Results a) Select an ECO revision and Verify the below mentioned attributes on TB Planner Properties tab TB Planner Properties section: 1.TB Planner - Import Status 2.TB Planner - Import Message 3.TB Planner - Import Date 4.TB Planner Trigger Action 5.TB Planner Message Send Date 6.TB Planner message ID 7.TB Planner Status 8.Group type 9.Main Request (ICM) 10.Change request (ICM) 11.CRR/VRR 12.ZEUS number 13.AHB number 14.Main project 15.Combined Project Remark 16.Implementation Date 17.ffKf 18.DMU/Validation Date 19.Department 20.EO number 21.Nomenclature 22.ECO Number 23.Responsible Designer Dept 24.Responsible Designer User ID 25.Responsible Designer 26.Lead E3 27.Lead E4 28.Flash Relevant 29.Cause/Reason 30.Remark 31.Consequences if not implemented at S date 32.Design Space / Approvals 33.Together with ECO 34.Platform Relevant 35.Operating Manual Relevant 36.Type (NM/KG/CG) 37.NM/KG/CG 38.Construction Date Type 39.Construction Date 40.Date of latecomers 41.SAA-NZT 42.TB Planner - Import Source System TC - REMAN Properties: 1. REMAN Export Status 2. REMAN Export Message 3. REMAN Export Date All TB Planner related attributes will be available on the selected tab. Note: Attributes filled in TB Planner will reflect and rest will be as Null Navigate to Overview tab on ECO revision & Validate the mentioned properties are available under the respective sections: INFORMATION: Project Number Effectivity Date StopNotice Indicator Related StopNotice Additional Projects EXTENDED INFORMATION: Introduction Advice Detailed Advice Priority Prototype Information All the mentioned properties are available on Overview tab. a) Verify if Group Type property is having any of the below listed values or b) Select ECO revision , Click on Edit-->Edit command on the primary toolbar . c) Fill Group type attribute with any of the below values. d) Click on Edit-->Save Edits on the Primary tool bar. Group types: AC,AE,AF,AG,AK,AS, B0,B1,BB,BZ,CT,ZZ, D0,DA,DP,E0,F0,GE, IB,IC,IH,IL,KE,KO, KR,M1,M2,M3,M4,M5, ME,NU,OP,P1,SW,T0, UF,W0,X0,ZA,ZB,ZE, ZF,ZI,ZJ,ZT,ZU,ZV, a) Group type will have a mentioned value or b) Group type is filled with mentioned type and is saved on ECO revision. Navigate to Participants tab of ECO revision and validate the mentioned custom reviewers/Participants section on it L3 L3G L4 L4G Peer-Review Pre-Release L4 Requestor ECO Supervisor All the mentioned sections are available in the Participant tab",,
161695,TB.Planner ECO - 3. Modify the properties of an ECO object using Script,"🚩 Objective To modify/update properties on an ECO object based on the workflow status and a feedback response is provided in the XML file in BGS to indicate status in TB Planner. Properties cannot be modified/updated, if the object is in a Workflow Process. Properties can be modified/updated, if the object is not in a Workflow Process. 👥 Role NA 👾Object​ ECO object 🛠 Preconditions Teamcenter Gateway (BGS) access is required. 👍​ Expected Results The ECO object gets updated, if it is not in a Workflow Process. The ECO Object will not be updated, if it is in a Workflow Process and system will throw an error. If the ECO object is updated with the information provided, feedback response will have a success message. If the ECO object is not present in Platon, the feedback response will show an Error code.","Open Update JSON file JSON file is found and opened successfully Case1: Provide already existing ECO Object number which is not in a workflow with Function as ""CHG"" and Fill the attributes in the Input JSON File Note: Use ECO number which is not in a Workflow Process in Teamcenter ECO number is given successfully Update/Modify any properties in the JSON file for the above mentioned ECO object and Save the file Ex: Update/Modify ""Legacy_combined_engineering_order_remark"" or ""design_space"" with multiple values Properties are updated and file is saved successfully Copy the entire Input payload message to process the message in MQ Input payload is copied successfully Open MQ System and Select the Queue file as attached Queue file gets opened Paste the entire payload in the Queue file to process a request Request gets processed Open Teamcenter Gateway GS Gateway Homepage appears Search for ""P4DChangeNoticeRevision JSON"" and Run the script Script gets executed successfully and Job files for ECO will be fetched Search for the newly created Job file and Verify the response message for ECO provided in the Input Payload A New job file will have ECO details which is updated in Teamcenter Optional: a) Open Daimler MQ and search for TP0.TBP.I.PLATON.TBP.01 b) Search for the Queue with ECO ID processed above c) Open ECO revision message and Check the TB Planner Feedback a) MQ found successfully b) ECO request message found in Queue c) Feedback will have a success response Optional: a) Login to Teamcenter Gateway (Bgs) and search for the log file created for the above ECO b) Open Log file and verify the XML file attached to it c) Open XML file and Verify the TB Planner feedback response in it a) Log file found b) XML file should be available c) Response will have a success message code as ""0"" a) Login to Teamcenter with valid credentials b) Search for the updated ECO c) Verify the attributes ""Together with ECO, Design Space / Approvals"" on ECO in Platon a) Homepage will appear b) ECO found successfully c) Attributes will be updated as per Payload Case 2: Provide ECO Object number which is not in Platon with Function as ""CHG"" and Fill the attributes in the Input JSON File ECO number is not given in Platon Update/Modify any properties in the JSON file for the above mentioned ECO object and Save the file Properties are updated and saved successfully Search for the Job file to verify the response message for ECO provided in the Input Payload A job file will have a response "" Object with ECO number not found in Teamcenter"" Optional: a) Login to Teamcenter Gateway (Bgs) and search for the log file created for the above ECO b) Open Log file and verify the XML file attached to it c) Open XML file and Verify the TB Planner feedback response in it a) Log file found b) XML file should be available c) Response will have a success message code as ""7""",,
